dialogue,label,character_name,character_group
"He sends a jet of energy into the sky, and Lightning watches as meteorites rain down from the sky. Caius chuckles. Lightning performs some acrobatics and briefly loses her blade, but regains it. She leaps forward.",ACTION,ACTION,ACTION
Caius Ballad! (She ends the storm of meteors and lands behind him.),CHARACTER,Lightning,female
Impressive.,CHARACTER,Caius,male
Save it.,CHARACTER,Lightning,female
They turn to face each other and clash blades. The game's logo appears on-screen.,ACTION,ACTION,ACTION
===~~~ Final Fantasy XIII-2 ~~~===,ACTION,ACTION,ACTION
The two exchange some swordplay.,ACTION,ACTION,ACTION
Damn you...,CHARACTER,Lightning,female
"Enough. (His chest glows red.) Let's end this. (His eyes glow red.) Cast your shadow over all. (The orb in his sword glows.) Wings of night! (The monstrous form of Bahamut appears and leaps forward to attack Lightning, but she dodges. She tries to attack, but Bahamut sends her flying back. The screen goes white. Lightning is then shown falling. Her eyes open and she calls out... )",CHARACTER,Caius,male
Odin!,CHARACTER,Lightning,female
Odin leaps and she successfully mounts him. Boss battle with Chaos Bahamut,ACTION,ACTION,ACTION
"Forgotten time, be reborn!",CHARACTER,Lightning,female
"After wearing down about half of Chaos Bahamut's HP, there is a cutscene and Chaos Bahamut roars. Lightning is shown fleeing.",ACTION,ACTION,ACTION
"Not kidding around, huh?",CHARACTER,Lightning,female
"She leaps and the battle is resumed. Once she depletes all its HP, a new cutscene begins. She is shown riding away again. Chaos Bahamut surges ahead of her and unleashes several powerful bolts of energy, but Lightning and Odin dodge. They are then shown on a structure.",ACTION,ACTION,ACTION
"Come on, then.",CHARACTER,Lightning,female
"Bahamut fires another jet at Lightning and Odin and a Cinematic Action sequence begins. If the player successfully times the button input, Lightning can strike for critical damage. If not, she is hit instead.",ACTION,ACTION,ACTION
What's he up to?,CHARACTER,Lightning,female
"She leaps forward again and Chaos Bahamut prepares to unleash a powerful strike. The screen goes white, then Lightning and Odin are shown landing. Odin fades away. Caius then materializes in the air and lands before her. He chuckles and the two stab their swords in the ground. Caius's eyes go red again.",ACTION,ACTION,ACTION
Let's not waste time.,CHARACTER,Caius,male
"He hurls a jet of energy at her and another Cinematic Action sequence begins. If successful, the player can hurl the jet of energy back at Caius and send him flying. He gets back up and chuckles again as more jets of energy rain down, destroying the structures around them.",ACTION,ACTION,ACTION
"The goddess made a wise choice. Powers of chaos, bend to my will!",CHARACTER,Caius,male
"If the player was not successful, something similar happens, but...",ACTION,ACTION,ACTION
So weak. (Follows up with above lines.),CHARACTER,Caius,male
"He uses his power to bind the junk that is falling towards him, then begins a new sequence of leaps. Lightning follows.",ACTION,ACTION,ACTION
Keeping up?,CHARACTER,Caius,male
So you want to destroy everything?,CHARACTER,Lightning,female
Oblivion is the fate of all things.,CHARACTER,Caius,male
They leap at each other and another Cinematic Action sequence begins. The player can choose to attack or use magic. If she fails at either...,ACTION,ACTION,ACTION
Predictable.,CHARACTER,Caius,male
The sequence continues regardless...,ACTION,ACTION,ACTION
Now it's my turn.,CHARACTER,Caius,male
He leaps at Lightning and the player can choose to use a melee attack or a shooting gun attack. If the player chooses the gun attack.,ACTION,ACTION,ACTION
Pathetic.,CHARACTER,Caius,male
Next the player can choose between Ruinga or Gravity. If Gravity...,ACTION,ACTION,ACTION
We're done here. Say good-bye.,CHARACTER,Lightning,female
I long since ceased to feel pain!,CHARACTER,Caius,male
"You're finished, Caius!",CHARACTER,Lightning,female
if Ruinga...,ACTION,ACTION,ACTION
Let's end this. You're done!,CHARACTER,Lightning,female
"Not today! (The sequence continues... ) I must thank you. In these final moments, I have met my finest opponent. (Lightning leaps at him from behind.)",CHARACTER,Caius,male
"You're finished, Caius!",CHARACTER,Lightning,female
"Regardless of whether or not the input is successful, she hits him with a repeated series of strikes and he falls on his back on a platform. Junk rains down upon him. Lightning observes the dust, then spots a radiant light appearing before her. Etro's gate? In the distance, a gate is shown and the boy from before. Of course. The one from the vision. I know your name. Noel Kreiss. Noel: What?",ACTION,ACTION,ACTION
Lightning gasps and summons Odin. Noel continues to fall as Chaos Bahamut reappears.,ACTION,ACTION,ACTION
What in the... ?,CHARACTER,Noel,male
He and Lightning extend hands towards each other.,ACTION,ACTION,ACTION
I'm here! (She catches him.),CHARACTER,Lightning,female
Where am I?,CHARACTER,Noel,male
"Valhalla. You prayed for a miracle, and that brought you here. Or am I wrong?",CHARACTER,Lightning,female
How did you know!?,CHARACTER,Noel,male
"From Valhalla, I can see everything.",CHARACTER,Lightning,female
But... who are you?,CHARACTER,Noel,male
Lightning.,CHARACTER,Lightning,female
She rides forward and a new battle with Chaos Bahamut begins.,ACTION,ACTION,ACTION
Time for a real fight.,CHARACTER,Lightning,female
"After wearing down its HP a bit, a cutscene begins.",ACTION,ACTION,ACTION
Look out! Here it comes! (It attacks with a bolt of energy.) What now?,CHARACTER,Noel,male
Gonna get worse!,CHARACTER,Lightning,female
"Lightning battles the boss and once she wears away its HP, a battle results screen appears. The target time is absurdly high, so a five-star result is practically guaranteed.",ACTION,ACTION,ACTION
"Following the battle, the two leap to the ground and Lightning holsters her weapon.",ACTION,ACTION,ACTION
How do we fight him?,CHARACTER,Noel,male
This is not your battle. There's something else I need you to do.,CHARACTER,Lightning,female
What?,CHARACTER,Noel,male
Bring my sister to me. Her name is Serah.,CHARACTER,Lightning,female
Okay.,CHARACTER,Noel,male
The two stare down at a portal.,ACTION,ACTION,ACTION
You'll need to use the portal. Your time-gazing friend should have told you how it works.,CHARACTER,Lightning,female
"That's a gate... ? But, why me?",CHARACTER,Noel,male
"Because you're the only one who can. You crossed the Void and made it to Valhalla. You can find Serah, and together you can change the future.",CHARACTER,Lightning,female
What? I can change the future?,CHARACTER,Noel,male
"(turns to him and nods) Yes. (She raises her hand and a jet of orange energy shoots into the air. A creature instantly recognizable to any regular player of Final Fantasy as a moogle appears, holding a rod with a clock attached.)",CHARACTER,Lightning,female
Kupo! (It checks out Noel.) Kupo! (It swirls and changes into a crossbow.) Kupo!,CHARACTER,Mog,male
A good luck charm. Give him to Serah.,CHARACTER,Lightning,female
Right. (He shoulders the weapon.) You got it. I'll track her down. (The sky goes dark and the ground begins to shake.) What's happening?,CHARACTER,Noel,male
(from the distance) Enjoying your little chat? (He materializes.),CHARACTER,Caius,male
Caius!? (Caius again summons Bahamut.),CHARACTER,Noel,male
Get to the gate. I'm counting on you.,CHARACTER,Lightning,female
Okay! (Caius leaps forward and Noel leaps to.),CHARACTER,Noel,male
Go! Not this again. Odin! Do it. (She again leaps forward to meet Caius.),CHARACTER,Lightning,female
What the... ?,CHARACTER,Noel,male
Serah.,CHARACTER,Lightning,female
(watching things crumble around him) Lightning... Gotta go! (He leaps into the gate and the screen goes gray.),CHARACTER,Noel,male
"My hopes go with you, Noel Kreiss. Become an arrow through time, and speed your way to Serah. Be there for her... because I no longer can.",CHARACTER,Lightning,female
"After some loading, Lightning is heard narrating again.",ACTION,ACTION,ACTION
"Time flows without pause. In a world where I no longer exist, the future is about to change.",CHARACTER,Lightning,female
The camera speeds through rippling water as a title is presented on-screen:,ACTION,ACTION,ACTION
Episode 1 A World Without Cocoon New Bodhum 003 AF,ACTION,ACTION,ACTION
A meteor appears in the starry night sky. The scene freezes and goes gray.,ACTION,ACTION,ACTION
Serah. The truth still survives. But only you remember it.,CHARACTER,Lightning,female
The camera moves in on a house in New Bodhum as scenes of Lightning's battle with Caius are shown. Serah talks in her sleep...,ACTION,ACTION,ACTION
Lightning... (She awakes with a gasp.) She was fighting. I guess it was just a dream.,CHARACTER,Serah,female
"The meteor is shown outside, then the camera cuts back to Serah, whose clothing appears to be undergoing a transformation.",ACTION,ACTION,ACTION
Such a strange dream... (The meteor hits.) What? What was that? (She looks down and observes her hot new outfit.) What? Where did these clothes come from? What's happening out there?,CHARACTER,Serah,female
"The player is offered the option to customize the camera controls. Once this is done, the player is offered some other basic gameplay information. They are then given playable control of Serah and instructed to open the door and head outside.",ACTION,ACTION,ACTION
Live Trigger Dreams of strange worlds; clothes appearing from nowhere. What's going on?,ACTION,ACTION,ACTION
Player chooses Triangle - Was that a vision of the future?,ACTION,ACTION,ACTION
"(auto-talk) That dream felt so familiar. Like my horrible vision of Cocoon's collapse. Maybe the dream was really a vision. Maybe it was Lightning in the future. But no... that can't be right. Lightning is gone, transformed into that crystal pillar...",CHARACTER,Serah,female
Player chooses Circle - Am I still dreaming?,ACTION,ACTION,ACTION
(auto-talk) Is this a dream? These clothes aren't even mine. I must still be asleep. I have to wake up. Lightning... Lightning is gone.,CHARACTER,Serah,female
Player chooses X - A message from Lightning?,ACTION,ACTION,ACTION
Player chooses Square - Is someone coming here?,ACTION,ACTION,ACTION
"Serah can walk through the house and jump over some junk, then approach the main city area. As she steps forward, there is a white flash of light and the landscape appears to transform around her.",ACTION,ACTION,ACTION
What's happening?,CHARACTER,Serah,female
Live Trigger Where's the village? Everything out here is completely different. What is this place?,ACTION,ACTION,ACTION
Player chooses Triangle - Is everything I remember a lie?,ACTION,ACTION,ACTION
(auto-talk) This place... did I always live here? Are my memories just lies? Was it all fake? This has happened before. I felt things change when Lightning disappeared. Why? I don't know this place--I don't belong here!,CHARACTER,Serah,female
Player chooses Circle - Is this still a dream?,ACTION,ACTION,ACTION
(auto-talk) What is this place? Could I still be dreaming? No more... I can't take this. How do I get away from here? This is all just a bad dream. Wake up. I just have to wake up.,CHARACTER,Serah,female
Player chooses X - Is this the future?,ACTION,ACTION,ACTION
Player chooses Square - Have I died?,ACTION,ACTION,ACTION
"She falls to the ground and sobs. When she comes to, the members of NORA are around her, frozen in the middle of fighting monsters. A glowing gate is shown in one of her eyes. The scene unfreezes and a battle erupts around her.",ACTION,ACTION,ACTION
Gadot!,CHARACTER,Serah,female
"Serah, come on!",CHARACTER,Gadot,male
"(motioning) Everyone, this way!",CHARACTER,Yuj,male
Stay down!,CHARACTER,Maqui,male
A horrifying monster appears from a vortex in the sky.,ACTION,ACTION,ACTION
"What is that !? (Gadot and the others begin shooting at it. Serah approaches, but her way is blocked by a winged monster.)",CHARACTER,Maqui,male
"No. Please, no... (She backs away and falls over a body.) Lightning, help me!",CHARACTER,Serah,female
Lebreau blasts away the monster and takes her hand.,ACTION,ACTION,ACTION
Get ahold of yourself! Lightning can't protect you anymore. You have to look after yourself now. Do you hear me? Your sister's dead. She can't help you!,CHARACTER,Lebreau,female
Lebreau is knocked back by an attack.,ACTION,ACTION,ACTION
Lebreau! (More monsters appear.),CHARACTER,Serah,female
"(offscreen) You want her? (He is shown standing on top of a structure.) Then you're gonna have to go through me! (He leaps down by Serah.) Get up, Serah.",CHARACTER,Noel,male
You were in my dream. I saw you.,CHARACTER,Serah,female
Save it for later. (He hands her the moogle crossbow.) Can you fight? (She gets up and takes it reluctantly.),CHARACTER,Noel,male
If I have to...,CHARACTER,Serah,female
You're gonna have to. One more thing... (He draws his swords.) Don't ever lay down and wait to die!,CHARACTER,Noel,male
"Mandatory battle with Nekton and Meonekton. These two weak opponents are swiftly dispatched. Following the battle, a message appears - ""Defeat all hostiles."" Prior to engaging the monsters, Serah can encounter a number of auto-talks...",ACTION,ACTION,ACTION
(auto-talk) You're askin' for it! Serah! You okay!? Is Lebreau okay? We gotta handle this mess!,CHARACTER,Gadot,male
(auto-talk) Everyone stay close! Serah! Be careful! We need Snow here! Is Lebreau okay!?,CHARACTER,Yuj,male
(auto-talk) Time to bring out the new toys! I-I-I got this!,CHARACTER,Maqui,male
(auto-talk) We're in trouble.,CHARACTER,Man,male
"(auto-talk) Take that! This is really bad, isn't it!? I think we're in trouble!",CHARACTER,Roaming Female NORA Member 3,female
(auto-talk) Leave this to me! Let's finish them off!,CHARACTER,Woman 3,female
"Once all opponents have been cleared, Noel carries away the unconscious form of Lebreau while Serah stares at the sky and gasps.",ACTION,ACTION,ACTION
"Hey Serah, are you okay?",CHARACTER,Maqui,male
(turning to him) Yeah.,CHARACTER,Serah,female
Maqui!,CHARACTER,Yuj,male
Yeah! Gotta go!,CHARACTER,Maqui,male
Okay.,CHARACTER,Serah,female
He runs off. A group has gathered for a meeting.,ACTION,ACTION,ACTION
"All right, everyone, listen up. The meteorite hit over there. We're gonna go check it out.",CHARACTER,Gadot,male
Team Yuj ready to roll.,CHARACTER,Yuj,male
And careful. That area's crawling with monsters.,CHARACTER,Maqui,male
So stay close. C'mon. (shouts of assent),CHARACTER,Gadot,male
You heard him. Move out!,CHARACTER,Yuj,male
With you!,CHARACTER,Maqui,male
"The group moves out, while back by the house, Serah and Noel tend to Lebreau.",ACTION,ACTION,ACTION
You're okay.,CHARACTER,Serah,female
"She took a hit, but she's gonna be fine. She just needs some rest.",CHARACTER,Noel,male
Thank goodness. (gets up) And thank you... Whoever you are.,CHARACTER,Serah,female
Noel. Noel Kreiss.,CHARACTER,Noel,male
Okay.,CHARACTER,Serah,female
"And before I forget... ... it wasn't just me. You should probably thank this little guy, too. (He points at her weapon, which transforms back into the moogle.)",CHARACTER,Noel,male
Tada! Kupo!,CHARACTER,Mog,male
(giggles) Wow. Is that a toy moogle?,CHARACTER,Serah,female
(shaking its head) Kupo! (Serah pokes him.),CHARACTER,Mog,male
He's supposed to be your lucky charm. Your sister gave him to me.,CHARACTER,Noel,male
"(catching the moogle) Wait, you know Lightning!?",CHARACTER,Serah,female
(nods) Mm-hmm. She's the one who told me to come here.,CHARACTER,Noel,male
Where? Where did you see her? Was it... Valhalla?,CHARACTER,Serah,female
Yeah. How'd you guess?,CHARACTER,Noel,male
I saw it in a dream. (She lets go of the moogle.) I saw my sister. She gave you the moogle. Then the meteorite came...,CHARACTER,Serah,female
... and dragged me along with it. I guess.,CHARACTER,Noel,male
"Do you mean, you actually rode here on that meteorite?",CHARACTER,Serah,female
"Maybe, I don't know. Damned if I can remember. Why don't we go and check it out?",CHARACTER,Noel,male
Okay.,CHARACTER,Serah,female
(flying off after him) Kupo!,CHARACTER,Mog,male
The screen briefly goes black.,ACTION,ACTION,ACTION
"Now I know for sure. Lightning is alive. She's in a place called Valhalla. (Scenes of the village are shown) I'd only just met Noel, but I believed him. I believed every word he said. Even though it couldn't possibly be true. It seems like only yesterday. The smile on Lightning's face when she gave her blessing for Snow and me to get married. But I'm the only one who ever remembered that. No one believes. It's just a dream, they say, from when I slept in the crystal. An illusion. They say my sister is gone. That three years ago, she sacrificed herself to stop the fall of Cocoon. She turned into the crystal pillar that that holds Cocoon above the surface of Pulse, and saved both worlds. That's what they say. But even so...",CHARACTER,Serah,female
Playable control is returned to Serah,ACTION,ACTION,ACTION
Final Fantasy XIII-2: The story so far... kupo!,CHARACTER,Mog,male
Final Fantasy XIII-2: The story so far...,CHARACTER,Lightning,female
Final Fantasy XIII-2: The story so far...,CHARACTER,Noel,male
Final Fantasy XIII-2: The story so far...,CHARACTER,Serah,female
Final Fantasy XIII-2: The story so far...,CHARACTER,Yeul,female
Final Fantasy XIII-2: The story so far...,CHARACTER,Alyssa,female
Final Fantasy XIII-2: The story so far...,CHARACTER,Hope,male
Final Fantasy XIII-2: The story so far...,CHARACTER,Caius,male
I know your name. Noel Kreiss.,CHARACTER,Lightning,female
What?,CHARACTER,Serah,female
Then you're gonna have to go through me! Can you fight?,CHARACTER,Noel,male
"(auto-talk) Noel. Is that all you're going to tell me, your name? Like, who are you? What do you do?",CHARACTER,Serah,female
I'm a hunter.,CHARACTER,Noel,male
I feel like an interrogator. Do you mind me asking?,CHARACTER,Serah,female
Shoot.,CHARACTER,Noel,male
Serah follows Noel into the next area and a Talk icon appears over his head.,ACTION,ACTION,ACTION
"Curiosity killed the cat, you know.",CHARACTER,Noel,male
Live Trigger This strange young man says he met with Lightning in Valhalla. I need to find out more.,ACTION,ACTION,ACTION
Player chooses Triangle - Did you really see Lightning?,ACTION,ACTION,ACTION
Player chooses Circle - Tell me about Valhalla.,ACTION,ACTION,ACTION
Player chooses X - You're a hunter?,ACTION,ACTION,ACTION
Player chooses Square - Where are you from?,ACTION,ACTION,ACTION
Serah? You said you met my sister. What did she look like? What was she wearing?,ACTION,ACTION,ACTION
She was covered by silver armor decorated with feathers. She looked just like a goddess out of some fairy tale.,CHARACTER,Noel,male
Just like in my dream! Maybe you really did meet her.,CHARACTER,Serah,female
"The moogle doesn't seem like an animal. Is it like, a fal'Cie or something?",CHARACTER,Serah,female
"A beast? A fal'Cie? A servant of the gods? How 'bout it, Mog? Which is it?",CHARACTER,Noel,male
Kupo!,CHARACTER,Mog,male
"Wait, what? Which one was right?",CHARACTER,Serah,female
She can talk with him again.,ACTION,ACTION,ACTION
I'm not trying to hide anything.,CHARACTER,Noel,male
And again...,ACTION,ACTION,ACTION
You don't believe me?,CHARACTER,Noel,male
And once more...,ACTION,ACTION,ACTION
Guess I'm not so good at small talk.,CHARACTER,Noel,male
If the player moves around the area of the bridge...,ACTION,ACTION,ACTION
"(auto-talk) So, hey, those clothes remind me of Lightning's. They've got the same patterns.",CHARACTER,Noel,male
"Really? All I know is I was wearing them when I woke up. But, maybe I haven't woken up yet after all...",CHARACTER,Serah,female
I'm pretty sure this isn't a dream.,CHARACTER,Noel,male
The player can talk/auto-talk with some people around town.,ACTION,ACTION,ACTION
"(auto-talk) Haven't seen you around these parts. Watch out for the monsters, Serah. Holler if you see monsters. I'll take care of 'em! I'll make Snow proud, I promise!",CHARACTER,Man guarding Barrier,male
"(auto-talk) I didn't know monsters like that existed on Pulse. I wonder if they get a kick out of attacking us humans. So those sentry bots are just junk, huh?",CHARACTER,Patrolling Man 1,male
"(auto-talk) A monster!? ... Oh, it's just you. The army's got nothin' on NORA! Come out, come out, wherever you are! Snow, we need you here!",CHARACTER,Patrolling Man 5,male
"(auto-talk) I bet these monsters followed some idiot back to town. I hope my cat Spot is okay. If only I could use magic, too!",CHARACTER,Patrolling Man 4,male
(auto-talk) I wonder if that's really a meteorite. I can't believe him! He's gonna get it! I was in trouble and my man just ran off! What a loser!,CHARACTER,Roaming Female NORA Member 3,female
"(auto-talk) I want to go home to Cocoon. I don't know him. My sister seemed really angry. Oh, I hope Mewmew isn't hurt. Are we gonna be able to keep living on Pulse?",CHARACTER,Young Patrolling Woman,female
Never seen anything like 'em before. Took 'em seconds to turn our sentry bots into scrap metal.,CHARACTER,Roaming Male NORA Member 2,male
I heard a meteorite fell from the sky and that's when all these monsters appeared.,CHARACTER,Serah,female
"That's right. Gadot and the others went to check out the meteorite. It's right outside town, along the mountain path. That way-- over towards Cocoon.",CHARACTER,Roaming Male NORA Member 2,male
Gadot and the others went to examine the meteorite.,CHARACTER,Roaming Male NORA Member 2,male
The meteorite fell over there--in that area near Cocoon.,CHARACTER,Roaming Male NORA Member 2,male
"Oh, hello, Miss Farron!",CHARACTER,Female NORA Member,female
How are the kids?,CHARACTER,Serah,female
"You're worried about them, too? Don't worry--the kids and Lebreau are safe and sound. They're inside that building by the shore.",CHARACTER,Female NORA Member,female
Thank goodness!,CHARACTER,Serah,female
"Serah, I didn't know you were such a worrywart. But it's understandable. I guess you've been through a lot, huh?",CHARACTER,Female NORA Member,female
A moogle that moves? That's so cute.,CHARACTER,Female NORA Member,female
"Lebreau's fine. The kids are taking care of her, so you have nothing to worry about.",CHARACTER,Female NORA Member,female
We'll keep patrolling the area.,CHARACTER,Female NORA Member,female
"As they head into the next area, the player is offered an explanation of the Mog Clock mechanic. As they move ahead.",ACTION,ACTION,ACTION
(auto-talk) Wow.,CHARACTER,Noel,male
"What's up, Noel?",CHARACTER,Serah,female
"I-I just didn't think it would be that beautiful. Cocoon, I mean. It's exactly like in the legend. I can't believe I'm really here.",CHARACTER,Noel,male
Serah can talk with him.,ACTION,ACTION,ACTION
Live Trigger Noel is staring at Cocoon like he's seeing it for the first time. What to say?,ACTION,ACTION,ACTION
Player chooses Triangle - My sister is there.,ACTION,ACTION,ACTION
"My sister is somewhere inside that pillar. At least, that's what everyone says. She and our friends transformed into crystal, and kept Cocoon from falling.",CHARACTER,Serah,female
Really? Is that what happened? Then how was I able to meet with Lightning?,CHARACTER,Noel,male
Good question. But my sister never came back. It's been three years without her. I wish it weren't true.,CHARACTER,Serah,female
Player chooses Triangle - There's a legend about Cocoon?,ACTION,ACTION,ACTION
So you've heard stories about Cocoon?,CHARACTER,Serah,female
"Stories, yeah... More like legends or myths. 'The goddess showed mercy to the sisters, and the sisters became one with eternity.'",CHARACTER,Noel,male
Noel... where did you come from?,CHARACTER,Serah,female
Player chooses Circle - Not used to seeing Cocoon?,ACTION,ACTION,ACTION
"Player chooses X - What do you mean, 'in the legend'?",ACTION,ACTION,ACTION
Player chooses Square - You seem a bit shaken.,ACTION,ACTION,ACTION
She can auto-talk with some more patrolling NORA members.,ACTION,ACTION,ACTION
"(auto-talk) Can you imagine what would happen if Cocoon was hit by a meteorite? Cocoon looks amazing at night. Leave this area to us. Go hide somewhere safe. Stay safe. Don't want to upset Snow! Phew! Friendlies... What's the deal with rocks falling from the sky? That kid Maqui's up ahead. Hey there! Hey, bro.",CHARACTER,Patrolling Man 5,male
"(auto-talk) Cocoon makes a good landmark. Oh man, Yuj really drives us hard... The path is way too dangerous!",CHARACTER,Patrolling Man 1,male
"(auto-talk) If I see another meteorite, I'm gonna shoot it down! D-do you think it could be the fal'Cie? Pfft! Monsters, shmonsters! I-I hope I don't run out of ammo. Hey! You look after Serah!",CHARACTER,Patrolling Man 3,male
"Whaddya think? Could the fal'Cie be behind this? We need as many resources as possible. Yuj and the others went ahead, too. None of these monsters look the least bit tasty.",CHARACTER,Patrolling Man 4,male
"You don't think... Could the people on Cocoon have dropped that rock? You know, Maqui might know something about it. Serah, you came too? It's dangerous. I see the shelters here are still intact. Stay in contact, now. Yuj and Maqui went ahead. Hey there! If the monsters want to come and get me, now's their shot!",CHARACTER,Patrolling Man 2,male
"I wonder why I got picked for this... Looks like no one will be fishing today. Even the sentry bots couldn't handle those things. I-is that a moogle? I-I wonder where Gadot is. So we're supposed to head toward Cocoon, right?",CHARACTER,Patrolling Man 6,male
If monsters appear.,ACTION,ACTION,ACTION
"(auto-talk) Enemies! Hey, what's that? No way! Not again! They're here! You gotta be kidding! This is insane!",CHARACTER,Patrolling Man 1,male
"(auto-talk) Enemies! Hey, what's that? No way! Not again! They're here! You gotta be kidding! This is insane!",CHARACTER,Patrolling Man 2,male
"(auto-talk) Enemies! Hey, what's that? No way! Not again! They're here! You gotta be kidding! This is insane!",CHARACTER,Patrolling Man 3,male
"(auto-talk) Enemies! Hey, what's that? No way! Not again! They're here! You gotta be kidding! This is insane!",CHARACTER,Patrolling Man 4,male
"(auto-talk) Enemies! Hey, what's that? No way! Not again! They're here! You gotta be kidding! This is insane!",CHARACTER,Patrolling Man 5,male
"(auto-talk) Enemies! Hey, what's that? No way! Not again! They're here! You gotta be kidding! This is insane!",CHARACTER,Patrolling Man 6,male
"As the two continue further forward, a cutscene begins. Gadot leaps down from a precipice. Serah can talk to him.",ACTION,ACTION,ACTION
Serah! Still in one piece? We're seein' lots of unfriendly critters around that meteorite. (notices Noel) Oho... Who's this?,CHARACTER,Gadot,male
Oh. This is Noel. He helped Lebreau and me out of a tight spot.,CHARACTER,Serah,female
Is that right? (He gets up close.) I'm Gadot!,CHARACTER,Gadot,male
"Okay, take it easy, big guy. I am not here to make trouble for anyone.",CHARACTER,Noel,male
You better not. Anything happens to Serah and the boss'll string your carcass out to dry.,CHARACTER,Gadot,male
Live Trigger Gadot seems concerned for Serah's safety. How should Noel respond to Gadot's distrust?,ACTION,ACTION,ACTION
Player chooses Triangle - This boss sounds like a bully!,ACTION,ACTION,ACTION
Sounds like a tool. I can deal with him.,CHARACTER,Noel,male
"Huh!? Who d'ya think you are!? (runs off) Hut, two, three, four! Hut, two, three, four!",CHARACTER,Gadot,male
Player chooses Circle - I'll keep Serah safe.,ACTION,ACTION,ACTION
Player chooses X - Who's the boss?,ACTION,ACTION,ACTION
Player chooses Square - I thought you were the boss.,ACTION,ACTION,ACTION
You're holding things together here. I'll be sure to let Snow know.,CHARACTER,Noel,male
Huh!? How do you know about our boss!? (runs off),CHARACTER,Gadot,male
The two eventually reach an area that is distorted...,ACTION,ACTION,ACTION
(auto-talk) Huh? What's going on here?,CHARACTER,Noel,male
Am I dreaming?,CHARACTER,Serah,female
"I see it, too. Pretty sure it's no dream.",CHARACTER,Noel,male
"The two exit the distorted area and are joined by the patrollers from before, though one of them goes down.",ACTION,ACTION,ACTION
"(auto-talk) Don't trust your eyes. Let's head to the meteorite. Do we really have to go investigate? I think it might be time to evacuate. Agh! ... Oh, it's just you.",CHARACTER,Patrolling Man 3,male
"(auto-talk) This is the only affected area. Maybe the world's falling apart. Dammit! If I'm dreaming, now's a good time to wake up! What's the hell's going on? I want a damn explanation!",CHARACTER,Patrolling Man 2,male
"(auto-talk) I've always been jealous of people who can use magic. It's no use trying to figure this out. This is so bizarre, all you can do is laugh. Everyone run! Be careful!",CHARACTER,Patrolling Man 3,male
(auto-talk) What's going to happen to us? Maybe I'm dreaming. Will you take a look at this?,CHARACTER,Patrolling Man 4,male
(auto-talk) No way! What's going on!? What should we do? What!? Dammit! Not again!,CHARACTER,Patrolling Man 5,male
The party reaches a new area and can talk with Yuj...,ACTION,ACTION,ACTION
"Oh, hey, Yuj.",CHARACTER,Serah,female
"Hey. So, this is the famous Noel, huh?",CHARACTER,Yuj,male
Yep.,CHARACTER,Serah,female
I guess news travels fast.,CHARACTER,Noel,male
Lebreau told me how you helped her out. I'm Yuj. Nice to meet you.,CHARACTER,Yuj,male
"Hey, likewise.",CHARACTER,Noel,male
"What's with the new stylin' threads, Serah? Not exactly a 'dress up and hit the town' kind of occasion.",CHARACTER,Yuj,male
Live Trigger Yuj seems curious about my new attire. What should I tell him?,ACTION,ACTION,ACTION
Player chooses Triangle - You want to try them on?,ACTION,ACTION,ACTION
(giggles) You want to try them on? They might look better on you!,CHARACTER,Serah,female
"I don't think so. Wouldn't want to show you up or anything! Okay, I better get going. See you guys later. (He waves and runs off.)",CHARACTER,Yuj,male
(waving) Bye.,CHARACTER,Serah,female
